id,esco_occupation,isco_code,risk,prevalence,risk_nonphysical,prevalence_nonphysical,risk_category,onet_code,onet_occupation
1,metal drawing machine operator,8121,3.307598897019832,0.8000318167356028,3.439493701464748,0.0,Low risk,51-4021.00,"extruding and drawing machine setters, operators, and tenders, metal and plastic"
3,air traffic safety technician,3155,3.4601818281696333,0.48170731707317077,3.5493404990356208,0.14469347396176663,Other,17-3023.01,electronics engineering technicians
4,hospitality revenue manager,2431,3.624351244453019,0.6930349218599267,3.636619182369713,0.4659463631101678,Other,13-1161.00,market research analysts and marketing specialists
5,medical laboratory assistant,3212,3.4761534839924666,0.6478342749529191,3.5639531166445786,0.14626490897677347,Other,29-2012.00,medical and clinical laboratory technicians
7,primary school teaching assistant,5312,3.4482901453538672,0.5984599411662919,3.489986493241815,0.25038934071638697,Other,25-9041.00,teacher assistants
8,physiotherapist,2264,3.3630594352125596,0.33408094606993577,3.435539640466238,0.0790090733000306,Other,29-1123.00,physical therapists
10,hydrogenation machine operator,8160,3.45923329871928,0.8176272066458984,3.616166205145956,0.0,Other,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders"
11,pasta operator,8160,3.500749864277958,0.719869706840391,3.6071538082599424,0.0,Other,51-3092.00,food batchmakers
15,food safety specialist,2263,3.245520266930302,0.7544900313066405,3.33631524505227,0.17548195748887796,Other,29-9011.00,occupational health and safety specialists
16,land-based machinery technician,7233,3.4599112571092374,0.8411453226122769,3.6235418346371473,0.0,Other,49-3041.00,farm equipment mechanics and service technicians
17,bus driver,8331,3.3978436657681943,0.604724908831457,3.4762851681553126,0.0,Other,53-3021.00,"bus drivers, transit and intercity"
21,nonwoven filament machine operator,8131,3.307598897019832,0.8000318167356028,3.439493701464748,0.0,Low risk,51-4021.00,"extruding and drawing machine setters, operators, and tenders, metal and plastic"
24,dismantling engineer,2149,3.4708214793741106,0.519203413940256,3.56385579658606,0.05849928876244659,Other,17-3026.00,industrial engineering technicians
25,insurance claims handler,3315,3.4110127784493183,0.5087204282507339,3.4551099407126005,0.2869970644102919,Other,13-1031.01,"claims examiners, property and casualty insurance"
27,nitroglycerin separator operator,8131,3.551760823653643,0.6365364308342133,3.6814902811998906,0.0,Other,51-9011.00,chemical equipment operators and tenders
29,legal guardian,3412,3.5396482122260666,0.33679354094579,3.591017343756674,0.07689350249903881,High risk,21-1093.00,social and human service assistants
30,weaver,7318,3.5381869876457683,0.6986491167301697,3.691471346649733,0.0,Other,51-6063.00,"textile knitting and weaving machine setters, operators, and tenders"
31,tile fitter,7122,3.3172403381642535,0.9137479871175529,3.466110421512498,0.036131239935587756,Low risk,47-2044.00,tile and marble setters
33,tour operators manager,3339,3.659125079974408,0.1436340371081254,3.730068600270135,0.0,High risk,41-3041.00,travel agents
34,bee breeder,6123,3.423423335198657,0.8181309457190823,3.5550115028290747,0.1203133743704532,Other,45-2021.00,animal breeders
35,legal administrative assistant,3342,3.6646143922018353,0.5084097859327218,3.7626757347944277,0.2152140672782875,Other,43-6012.00,legal secretaries
36,petroleum pump system operator,3134,3.4332460806271006,0.761030235162374,3.574794181079175,0.0,Other,51-8093.00,"petroleum pump system operators, refinery operators, and gaugers"
38,coating machine operator,8122,3.4758664782286823,0.8933306413621371,3.631523356588973,0.027794602597752238,Other,51-4193.00,"plating and coating machine setters, operators, and tenders, metal and plastic"
39,aquaculture hatchery manager,6221,3.3471679349705985,0.8631961259079903,3.4313866789653713,0.3398478035281909,Low risk,45-1011.06,first-line supervisors of aquacultural workers
40,gear machinist,7223,3.5232860886136264,0.7067174845164365,3.668229580223387,0.03106241067174842,Other,51-4041.00,machinists
41,rooms division manager,1411,3.3790418063704957,0.5074392288348702,3.423778464654932,0.261525565800503,Other,11-9081.00,lodging managers
43,telecommunications engineer,2153,3.615323225942304,0.5262160454832597,3.719077700568541,0.08351231838281742,Other,17-2072.00,"electronics engineers, except computer"
46,sprinkler fitter,7126,3.4128579515183803,0.9431273308470965,3.568317868347837,0.09523175279701657,Other,47-2152.01,pipe fitters and steamfitters
52,quarry engineer,2146,3.436342376658375,0.5253420398009949,3.527792893173023,0.05254975124378114,Other,17-2151.00,"mining and geological engineers, including mining safety engineers"
