id,concept_type,concept_uri,preferred_label,isco_level_1,isco_level_2,isco_level_3,isco_level_4,is_top_level,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,total_paid_hours,employment_count,employment_share,risk,prevalence,risk_category,onet_code,onet_occupation,level_1,level_2,skills_based_sector_code,sub_sector_code,skills_based_sector,sub_sector,remote_labor_index,physical_proximity,exposure_score
0,Occupation,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,technical director,2,21,216,2166,False,4.0,6.247699999999999,8.0309,4.3843,37555.30817610063,36.67020202020202,,,3.4674114021571643,0.7608628659476115,Other,27-1011.00,art directors,5,25,6,6.3,arts & media workers,creative managers & graphic designers,0.7333333329999999,0.585,0.3949683534094853
1,Occupation,http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84,metal drawing machine operator,8,81,812,8121,True,2.0,2.1163,2.4383,3.6486,22031.96363636364,39.9041095890411,645.0,2.0059523747455083e-05,3.3075988970198322,0.8000318167356028,Low risk,51-4021.00,"extruding and drawing machine setters, operators, and tenders, metal and plastic",3,16,4,4.1,manufacturing workers,metal workers & machine operators,0.125,0.5125,0.6696547617989437
2,Occupation,http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,precision device inspector,7,75,754,7543,False,2.0,2.5397000000000003,4.8863,4.0288,22430.36764705882,38.70938628158846,,,3.5474359567187643,0.65652455377786,Other,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.095238095,0.645,0.7639184699462371
3,Occupation,http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97,air traffic safety technician,3,31,315,3155,True,3.0,4.3848,5.4808,4.0782,32754.0,42.036716417910455,2797.0,8.699001380301165e-05,3.4601818281696333,0.4817073170731708,Other,17-3023.01,electronics engineering technicians,0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,,0.5375,
4,Occupation,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,hospitality revenue manager,2,24,243,2431,True,4.0,6.8261,6.348100000000001,3.8265,38839.81637717121,36.3546762589928,20834.0,0.000647977713032387,3.624351244453018,0.6930349218599267,Other,13-1161.00,market research analysts and marketing specialists,1,9,2,2.4,business & administration workers,business managers,0.9,0.35750000000000004,0.1890767040118904
5,Occupation,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,medical laboratory assistant,3,32,321,3212,True,3.0,5.7431,4.5363,3.9548,21517.582278481008,35.246808510638296,20808.0,0.0006471668244759473,3.4761534839924666,0.6478342749529191,Other,29-2012.00,medical and clinical laboratory technicians,4,20,5,5.1,engineers & researchers,researchers & science technicians,,0.6475,
6,Occupation,http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,asphalt laboratory technician,3,31,311,3116,False,4.0,6.6362999999999985,4.3645999999999985,3.5456,29328.601694915254,38.68692579505301,,,3.30120657374662,0.6623673809028499,Other,17-2041.00,chemical engineers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.666666667,0.4525,0.3883726730635152
7,Occupation,http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,primary school teaching assistant,5,53,531,5312,True,3.0,3.6277,3.9765,2.7602,15945.319226118501,27.634427057041897,138321.0,0.0043021340606608244,3.4482901453538672,0.5984599411662919,Other,25-9041.00,teacher assistants,6,29,7,7.2,education workers,teachers & childcare workers,0.444444444,0.8799999999999999,0.6992058990597834
8,Occupation,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,2,22,226,2264,True,5.0,9.0778,4.191699999999999,2.3448,28764.0,31.3,12806.0,0.0003982983283703473,3.36305943521256,0.33408094606993577,Other,29-1123.00,physical therapists,10,41,11,11.1,healthcare workers,doctors & specialist therapists,0.409090909,0.9975,0.7677446308978657
9,Occupation,http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,performing arts theatre instructor,2,23,231,2310,False,5.0,10.0892,6.266,2.7713,40843.04347826087,29.556549520766772,,,3.3545915971243816,0.43329359488457786,Other,25-1125.00,"history teachers, postsecondary",6,30,7,7.3,education workers,lecturers,0.85,0.36,0.23237900077244505
10,Occupation,http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,hydrogenation machine operator,8,81,816,8160,True,2.0,2.0478,3.9646,3.1842,20363.62,39.24095744680851,2790.0,8.677279059332823e-05,3.4592332987192798,0.8176272066458984,Other,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",8,36,9,9.2,food & tobacco production workers,food & tobacco production operators,0.052631579000000005,0.4775,0.6725833933628602
11,Occupation,http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,pasta operator,8,81,816,8160,True,2.0,1.9243,2.6844,3.1467,20363.62,39.24095744680851,2790.0,8.677279059332823e-05,3.5007498642779584,0.719869706840391,Other,51-3092.00,food batchmakers,8,36,9,9.2,food & tobacco production workers,food & tobacco production operators,0.166666667,0.5575,0.6816035014196303
12,Occupation,http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9,tobacco shop manager,1,14,142,1420,False,2.0,2.6519999999999997,5.8856,3.8875,27994.312080536914,37.419054652880355,,,3.409419104820805,0.4965509039010465,Other,41-1011.00,first-line supervisors of retail sales workers,2,13,3,3.3,sales & services workers,shop & services managers,0.526315789,0.6575,0.5580746981654875
13,Occupation,http://data.europa.eu/esco/occupation/009d29de-5872-43be-8d9b-abd27f8c99f1,"rental service representative in machinery, equipment and tangible goods",5,52,524,5249,False,2.0,3.3548,3.4515,3.2274000000000003,26156.62068965517,40.682352941176475,,,3.6826097804391207,0.12835866728082296,High risk,41-2021.00,counter and rental clerks,2,12,3,3.2,sales & services workers,customer representatives,0.692307692,0.675,0.4557327154155164
14,Occupation,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,mine surveyor,2,21,216,2165,False,4.0,4.8069000000000015,6.6324000000000005,5.4998,32009.151219512198,36.73093220338985,,,3.456286533881791,0.6188568954319115,Other,17-1022.00,surveyors,0,5,1,1.6,"technicians, construction, transport & security workers",mining engineers & technicians,0.647058824,0.4825,0.4126670781877324
15,Occupation,http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,food safety specialist,2,22,226,2263,True,4.0,6.2732,5.8094,4.5234999999999985,30076.974452554747,35.247249190938504,12806.0,0.0003982983283703473,3.245520266930302,0.7544900313066405,Other,29-9011.00,occupational health and safety specialists,8,37,9,9.3,food & tobacco production workers,food & tobacco production specialists,0.5,0.6475,0.5689903338370521
16,Occupation,http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,land-based machinery technician,7,72,723,7233,True,3.0,2.9235,5.3724,4.8153,30467.260869565216,41.22962962962964,16589.0,0.0005159554290565458,3.4599112571092374,0.8411453226122769,Other,49-3041.00,farm equipment mechanics and service technicians,0,2,1,1.3,"technicians, construction, transport & security workers","industrial technicians, mechanics & repairers",0.117647059,0.525,0.6806139096617112
17,Occupation,http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,8,83,833,8331,True,2.0,1.9161,3.7559,2.7974,30433.92767295597,44.861788617886184,44706.0,0.0013904685973009374,3.3978436657681943,0.604724908831457,Other,53-3021.00,"bus drivers, transit and intercity",0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,0.076923077,0.7775000000000001,0.8471672253059015
18,Occupation,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,import export manager in meat and meat products,1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,9,40,10,10.3,logistics workers,import export managers,0.651162791,0.4825,0.4102608357405079
19,Occupation,http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,housing policy officer,2,24,242,2422,False,5.0,7.153899999999998,8.039299999999999,4.6922,33292.98633257403,35.24056603773585,,,3.3018306010928966,0.5404371584699454,Other,13-1111.00,management analysts,1,10,2,2.5,business & administration workers,public officials,0.8888888890000001,0.4125,0.21408720953737512
20,Occupation,http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,head chef,3,34,343,3434,False,3.0,4.4438,6.999300000000002,3.3324,18518.00896860986,36.038019169329075,,,3.3482570144540285,0.6022106158144055,Other,35-1011.00,chefs and head cooks,2,11,3,3.1,sales & services workers,"food, cleaning & services workers",0.642857143,0.8049999999999999,0.5361902646309424
21,Occupation,http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,nonwoven filament machine operator,8,81,813,8131,True,2.0,2.1163,2.4383,3.6486,22211.82014388489,39.965625,1699.0,5.2832456243204077e-05,3.3075988970198322,0.8000318167356028,Low risk,51-4021.00,"extruding and drawing machine setters, operators, and tenders, metal and plastic",7,33,8,8.2,"textile, clothing, leather & footwear manufacturing workers",textile workers,0.125,0.5125,0.6696547617989437
22,Occupation,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,head of higher education institutions,1,13,134,1345,False,5.0,7.8223,7.2653,4.5064,37429.79668049792,29.50263636363637,,,3.56058789431936,0.3478857770455793,High risk,11-9032.00,"education administrators, elementary and secondary school",6,31,7,7.4,education workers,education administrators,0.7142857140000001,0.5225,0.3863750955160024
23,Occupation,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,insulation supervisor,3,31,312,3123,False,3.0,2.8266000000000004,7.5779,6.2029000000000005,31760.00456621005,38.2632183908046,,,3.3669818166296746,0.727164077172614,Other,47-1011.00,first-line supervisors of construction trades and extraction workers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.411764706,0.7075,0.6451174083103013
24,Occupation,http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,dismantling engineer,2,21,214,2149,True,3.0,4.0063,6.8401999999999985,4.7342,35911.871607515655,38.50286995515695,11552.0,0.00035929027887737113,3.4708214793741106,0.519203413940256,Other,17-3026.00,industrial engineering technicians,4,22,5,5.3,engineers & researchers,"mechanical engineers, designers & drafters",0.5625,0.515,0.4746709386511882
25,Occupation,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,insurance claims handler,3,33,331,3315,True,4.0,5.1506,7.296900000000001,4.626600000000002,30599.99386503068,35.068157894736835,22458.0,0.0006984989195580817,3.4110127784493183,0.5087204282507339,Other,13-1031.01,"claims examiners, property and casualty insurance",1,7,2,2.2,business & administration workers,accounting & financial services workers,0.681818182,0.555,0.4202272111489212
26,Occupation,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,clothing development manager,1,12,122,1223,False,5.0,8.131799999999998,8.1501,3.8889,50855.39907192576,36.65516549648947,,,3.4713725585305912,0.2706635622817229,Other,11-9121.00,natural sciences managers,7,34,8,8.3,"textile, clothing, leather & footwear manufacturing workers",clothing manufacturing workers,0.7142857140000001,0.4025,0.3391164993258216
27,Occupation,http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,nitroglycerin separator operator,8,81,813,8131,True,2.0,3.0056000000000003,5.9064999999999985,4.8176999999999985,22211.82014388489,39.965625,1699.0,5.2832456243204077e-05,3.5517608236536433,0.6365364308342133,Other,51-9011.00,chemical equipment operators and tenders,3,17,4,4.2,manufacturing workers,chemical manufacturing workers,0.15,0.5075,0.6567914433060162
28,Occupation,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,biomedical engineer,2,21,214,2149,False,4.0,7.28,5.200000000000001,4.4,35911.871607515655,38.50286995515695,,,3.40690573715632,0.5439723716970525,Other,17-2199.01,biochemical engineers,4,21,5,5.2,engineers & researchers,various engineers & architects,0.565217391,0.49,0.4615663315385991
29,Occupation,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,legal guardian,3,34,341,3412,True,4.0,5.574299999999999,4.1416,3.2409,22871.190205011393,30.96952200662565,25423.0,0.0007907290523355457,3.539648212226066,0.33679354094578995,High risk,21-1093.00,social and human service assistants,13,52,14,14.2,social workers,care workers & counsellors,0.615384615,0.79,0.551222418040123
30,Occupation,http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,weaver,7,73,731,7318,True,2.0,2.023,2.9116,3.2023,21611.48780487805,37.80348837209302,2046.0,6.36451146858395e-05,3.5381869876457683,0.6986491167301697,Other,51-6063.00,"textile knitting and weaving machine setters, operators, and tenders",7,33,8,8.2,"textile, clothing, leather & footwear manufacturing workers",textile workers,0.176470588,0.4425,0.6036652754714321
31,Occupation,http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,tile fitter,7,71,712,7122,True,2.0,1.6621,5.472500000000001,5.1926,23936.857142857138,38.816666666666656,17350.0,0.0005396197193931923,3.317240338164253,0.9137479871175528,Low risk,47-2044.00,tile and marble setters,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.368421053,0.6425,0.6370160700072643
32,Occupation,http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,shoe and leather accessories shop manager,1,14,142,1420,False,2.0,2.6519999999999997,5.8856,3.8875,27994.312080536914,37.419054652880355,,,3.409419104820805,0.4965509039010465,Other,41-1011.00,first-line supervisors of retail sales workers,2,13,3,3.3,sales & services workers,shop & services managers,0.526315789,0.6575,0.5580746981654875
33,Occupation,http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,tour operators manager,3,33,333,3339,True,3.0,3.9292,5.704599999999999,3.6105,31801.34105534105,34.84929577464789,5016.0,0.00015599920500687889,3.659125079974408,0.1436340371081254,High risk,41-3041.00,travel agents,2,13,3,3.3,sales & services workers,shop & services managers,0.571428571,0.5475,0.4843994811903704
34,Occupation,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,bee breeder,6,61,612,6123,True,2.0,2.3153,4.8606,3.946800000000001,20861.0,36.00408163265306,12276.0,0.0003818276488764397,3.423423335198657,0.8181309457190823,Other,45-2021.00,animal breeders,12,49,13,13.2,animal care & husbandry workers,animal husbandry workers,0.071428571,0.325,0.5493502657003089
35,Occupation,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,legal administrative assistant,3,33,334,3342,True,3.0,4.189,6.0849,3.6028,19242.0,31.800000000000004,41172.0,0.0012805650301955824,3.6646143922018353,0.5084097859327218,Other,43-6012.00,legal secretaries,1,8,2,2.3,business & administration workers,"assistants, clerks & legal workers",0.538461538,0.405,0.4323460154899083
36,Occupation,http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,petroleum pump system operator,3,31,313,3134,True,2.0,2.6289,5.309799999999999,4.4392999999999985,21750.916666666668,38.709090909090904,2327.0,7.238260316738736e-05,3.433246080627101,0.7610302351623741,Other,51-8093.00,"petroleum pump system operators, refinery operators, and gaugers",0,5,1,1.6,"technicians, construction, transport & security workers",mining engineers & technicians,0.1875,0.6875,0.7473912964438374
37,Occupation,http://data.europa.eu/esco/occupation/029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,protective clothing apparel manufacturer,8,81,815,8153,False,1.0,1.6268,4.4766,3.6586,19009.846153846152,35.833333333333336,,,3.5763055793582783,0.7661620489383985,Other,51-6031.00,sewing machine operators,7,34,8,8.3,"textile, clothing, leather & footwear manufacturing workers",clothing manufacturing workers,0.055555556,0.6225,0.7667572408461495
38,Occupation,http://data.europa.eu/esco/occupation/02b5b7b0-b856-4ac7-924c-8c35c7880b2a,coating machine operator,8,81,812,8122,True,2.0,1.6576,2.7535,4.0861,22295.4,39.965131578947364,645.0,2.0059523747455083e-05,3.4758664782286823,0.8933306413621371,Other,51-4193.00,"plating and coating machine setters, operators, and tenders, metal and plastic",3,16,4,4.1,manufacturing workers,metal workers & machine operators,0.08,0.5925,0.7383088784512889
39,Occupation,http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,aquaculture hatchery manager,6,62,622,6221,True,4.0,4.471500000000002,6.857,5.266100000000002,20861.0,36.48048780487805,,,3.3471679349705985,0.8631961259079903,Low risk,45-1011.06,first-line supervisors of aquacultural workers,12,50,13,13.3,animal care & husbandry workers,aquaculture workers,0.318181818,0.6625,0.6720896856633051
40,Occupation,http://data.europa.eu/esco/occupation/02d4f153-8e43-444d-8bd4-8171d49eab12,gear machinist,7,72,722,7223,True,3.0,2.9387000000000003,6.123100000000001,4.6476,30509.523305084746,41.693320964749546,3643.0,0.00011329285651164766,3.5232860886136264,0.7067174845164365,Other,51-4041.00,machinists,3,16,4,4.1,manufacturing workers,metal workers & machine operators,0.304347826,0.515,0.5985489701018623
41,Occupation,http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7,rooms division manager,1,14,141,1411,True,4.0,4.890299999999999,5.8868,4.6997,30286.0,39.17586206896553,99693.0,0.003100708986302084,3.379041806370496,0.5074392288348702,Other,11-9081.00,lodging managers,1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.52173913,0.4925000000000001,0.4853282172664186
42,Occupation,http://data.europa.eu/esco/occupation/02e94cd6-8e6d-4e9b-b695-edb460c70528,ceramic painter,7,73,731,7316,False,1.0,1.7778,2.2106,2.616,22926.81212121212,39.38947368421053,,,3.492776123999179,0.8612194621227676,Other,51-9123.00,"painting, coating, and decorating workers",5,27,6,6.5,arts & media workers,fine artists,0.133333333,0.58,0.7089898919307664
43,Occupation,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,telecommunications engineer,2,21,215,2153,True,4.0,5.8123000000000005,7.045800000000002,4.3592,38357.89968652037,38.40925925925926,67324.0,0.0020939393761261007,3.6153232259423036,0.5262160454832597,Other,17-2072.00,"electronics engineers, except computer",11,45,12,12.1,ict workers,"ict system engineers, adminstrators & managers",0.7222222220000001,0.5125,0.3773077142399821
44,Occupation,http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,adult literacy teacher,2,23,235,2352,False,4.0,6.502000000000001,4.9224000000000006,4.1192,22783.967213114756,24.59664429530201,,,3.4973117949975467,0.4603972535556645,Other,25-2054.00,"special education teachers, secondary school",6,28,7,7.1,education workers,instructors & vocational teachers,0.565217391,0.735,0.5653009973589291
45,Occupation,http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,footwear quality manager,1,13,132,1321,False,4.0,4.916600000000002,7.8744999999999985,4.493,39178.28344671202,35.38071928071928,,,3.49500107487255,0.21190344573429148,Other,11-3051.00,industrial production managers,7,32,8,8.1,"textile, clothing, leather & footwear manufacturing workers",shoe & leather manufacturing workers,0.577777778,0.5525,0.4829883825259154
46,Occupation,http://data.europa.eu/esco/occupation/02ff199e-38b3-45fd-b659-68846cfeeb92,sprinkler fitter,7,71,712,7126,True,3.0,2.3558,5.0467,6.3061,30837.17660550459,41.114285714285714,17350.0,0.0005396197193931923,3.4128579515183803,0.9431273308470964,Other,47-2152.01,pipe fitters and steamfitters,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.28,0.73,0.7249827584156743
47,Occupation,http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,electronic and telecommunications equipment and parts distribution manager,1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,9,38,10,10.1,logistics workers,logistics & distribution managers,0.651162791,0.4825,0.4102608357405079
48,Occupation,http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072,special educational needs teacher secondary school,2,23,235,2352,False,4.0,6.502000000000001,4.9224000000000006,4.1192,22783.967213114756,24.59664429530201,,,3.4973117949975467,0.4603972535556645,Other,25-2054.00,"special education teachers, secondary school",6,29,7,7.2,education workers,teachers & childcare workers,0.565217391,0.735,0.5653009973589291
49,Occupation,http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,performance production manager,1,14,143,1431,False,,,,,29686.366972477066,36.747482014388495,,,,,,11-9199.00,"managers, all other",1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.672131148,0.0,0.0
50,Occupation,http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,metal production manager,1,13,132,1321,False,4.0,4.916600000000002,7.8744999999999985,4.493,39178.28344671202,35.38071928071928,,,3.49500107487255,0.21190344573429148,Other,11-3051.00,industrial production managers,1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.577777778,0.5525,0.4829883825259154
51,Occupation,http://data.europa.eu/esco/occupation/036dc42f-bd4d-4533-a3cc-fcd313227ce3,aircraft engine assembler,8,82,821,8211,False,2.0,3.0625,5.363499999999998,4.0223,29879.32066508313,41.487179487179496,,,3.5435620379704313,0.9319556451612904,Other,51-2011.00,"aircraft structure, surfaces, rigging, and systems assemblers",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.043478261,0.595,0.7544073400391859
52,Occupation,http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,quarry engineer,2,21,214,2146,True,4.0,6.2073,7.7984,5.4026999999999985,36554.03333333333,40.178068739770865,11552.0,0.00035929027887737113,3.4363423766583754,0.5253420398009949,Other,17-2151.00,"mining and geological engineers, including mining safety engineers",0,5,1,1.6,"technicians, construction, transport & security workers",mining engineers & technicians,0.636363636,0.4775,0.41669696880347
53,Occupation,http://data.europa.eu/esco/occupation/03b55cb5-9735-4582-8e20-2b1cb76635cb,audiology equipment shop manager,1,14,142,1420,False,2.0,2.6519999999999997,5.8856,3.8875,27994.312080536914,37.419054652880355,,,3.409419104820805,0.4965509039010465,Other,41-1011.00,first-line supervisors of retail sales workers,2,13,3,3.3,sales & services workers,shop & services managers,0.526315789,0.6575,0.5580746981654875
54,Occupation,http://data.europa.eu/esco/occupation/03b9d7c4-9590-4e0d-97a7-470254e165d4,hardware and paint specialised seller,5,52,522,5223,False,2.0,2.3097000000000003,4.0499,2.8367,13618.307949790797,26.772758860319676,,,3.578497023809524,0.2411275831087152,High risk,41-2031.00,retail salespersons,2,14,3,3.4,sales & services workers,retail & sales workers,0.6315789470000001,0.685,0.5023628383001673
55,Occupation,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,primary school teacher,2,23,234,2341,True,4.0,6.2789,4.434400000000001,3.5545,31815.0,28.0,111611.0,0.0034714050236692145,3.4879094950291263,0.5120877677046379,Other,25-2021.00,"elementary school teachers, except special education",6,29,7,7.2,education workers,teachers & childcare workers,0.541666667,0.7925,0.6026849644735631
56,Occupation,http://data.europa.eu/esco/occupation/03e02554-15d1-4697-960c-8909e7d36f7e,tram driver,8,83,833,8331,True,2.0,1.9161,3.7559,2.7974,30433.92767295597,44.861788617886184,44706.0,0.0013904685973009374,3.3978436657681943,0.604724908831457,Other,53-3021.00,"bus drivers, transit and intercity",0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,0.076923077,0.7775000000000001,0.8471672253059015
57,Occupation,http://data.europa.eu/esco/occupation/040f62f5-d570-4d3f-b732-c8ea4afc2738,container equipment assembly supervisor,3,31,312,3122,False,2.0,3.4679,8.6141,4.6503,23310.158751696064,39.241991341991344,,,3.4037749517063745,0.5521571152607855,Other,51-1011.00,first-line supervisors of production and operating workers,1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.692307692,0.645,0.4454902228556762
58,Occupation,http://data.europa.eu/esco/occupation/040fcfa5-24be-43eb-afd5-828297175b16,warehouse operators for clothing,4,43,432,4321,False,2.0,2.225,2.6718,2.7945,20607.128571428573,36.42619808306709,,,3.5680119392185228,0.5801736613603472,Other,43-5081.03,"stock clerks- stockroom, warehouse, or storage yard",7,34,8,8.3,"textile, clothing, leather & footwear manufacturing workers",clothing manufacturing workers,0.36,0.58,0.6092618484691127
59,Occupation,http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,3,33,334,3343,True,3.0,4.489000000000001,6.6837,3.1881000000000004,20236.08205128205,29.968002136752144,41172.0,0.0012805650301955824,3.6971005388028617,0.20619396903015488,High risk,43-6011.00,executive secretaries and executive administrative assistants,1,8,2,2.3,business & administration workers,"assistants, clerks & legal workers",0.6,0.3875,0.39370039370059057
60,Occupation,http://data.europa.eu/esco/occupation/0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,coffee grinder,8,81,816,8160,True,2.0,2.2271,4.0611000000000015,4.333,20363.62,39.24095744680851,2790.0,8.677279059332823e-05,3.442103534750418,0.760449008836876,Other,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",8,36,9,9.2,food & tobacco production workers,food & tobacco production operators,0.055555556,0.35,0.5749396102200648
61,Occupation,http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498,medical administrative assistant,3,33,334,3344,True,3.0,3.0825,5.2616,3.485,24581.801268498944,35.89217877094972,41172.0,0.0012805650301955824,3.5900301189762054,0.6000299940011998,Other,43-6013.00,medical secretaries,10,44,11,11.4,healthcare workers,healthcare administrators & assistants,0.470588235,0.7075,0.6120121107768212
62,Occupation,http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,ICT security administrator,2,25,252,2529,True,4.0,5.8975,8.1907,4.2887,34431.367647058825,35.53183183183183,,,3.5462579781758286,0.41589458513485694,High risk,15-1122.00,information security analysts,11,45,12,12.1,ict workers,"ict system engineers, adminstrators & managers",0.8,0.515,0.3209361307176242
63,Occupation,http://data.europa.eu/esco/occupation/046574a1-9bb3-4a80-8a7b-83dc7db1dae2,bricklaying supervisor,3,31,312,3123,False,3.0,2.8266000000000004,7.5779,6.2029000000000005,31760.00456621005,38.2632183908046,,,3.3669818166296746,0.727164077172614,Other,47-1011.00,first-line supervisors of construction trades and extraction workers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.411764706,0.7075,0.6451174083103013
64,Occupation,http://data.europa.eu/esco/occupation/0477b9b0-8d2d-4eec-aaad-bac11092e98b,slate mixer,8,81,811,8114,True,2.0,2.2238,4.9185,3.9773,25048.17391304348,39.26506024096385,680.0,2.116290962357135e-05,3.282870199975464,0.8901975217764694,Low risk,51-9023.00,"mixing and blending machine setters, operators, and tenders",3,17,4,4.2,manufacturing workers,chemical manufacturing workers,0.071428571,0.4,0.6094494003606863
65,Occupation,http://data.europa.eu/esco/occupation/04849c5c-9236-4a75-aabb-11c6d03e459c,marine engineering technician,3,31,311,3115,False,3.0,4.8745,7.523099999999999,5.2231999999999985,30984.049441786283,39.91959459459459,,,3.5842620232172484,0.5855721393034827,Other,17-3027.00,mechanical engineering technicians,4,22,5,5.3,engineers & researchers,"mechanical engineers, designers & drafters",0.6,0.5975,0.4888762624632127
66,Occupation,http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff,auction house manager,1,12,122,1221,True,4.0,6.0442,7.9566,4.0001,47814.167021276604,36.983348334833494,39424.0,0.0012261801319924848,3.597477026583524,0.5447981621266819,Other,11-2022.00,sales managers,1,6,2,2.1,business & administration workers,"process managers, supervisors & coordinators",0.75,0.4775,0.34550687402713137
