id,concept_type,concept_uri,preferred_label,isco_level_1,isco_level_2,isco_level_3,isco_level_4,is_top_level,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,total_paid_hours,employment_count,employment_share,risk,prevalence,risk_category,onet_code,onet_occupation,level_1,level_2,skills_based_sector_code,sub_sector_code,skills_based_sector,sub_sector,remote_labor_index,physical_proximity,exposure_score
934,Occupation,http://data.europa.eu/esco/occupation/4e7a3641-7bd3-4290-9f0c-0e7ca776fb0e,rental service representative in water transport equipment,5,52,524,5249,False,2.0,3.3548,3.4515,3.2274000000000003,26156.62068965517,40.682352941176475,,,3.6826097804391207,0.12835866728082296,High risk,41-2021.00,counter and rental clerks,2,12,3,3.2,sales & services workers,customer representatives,0.692307692,0.675,0.4557327154155164
935,Occupation,http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,architecture lecturer,2,23,231,2310,False,5.0,10.0892,6.266,2.7713,40843.04347826087,29.556549520766772,,,3.3545915971243816,0.43329359488457786,Other,25-1125.00,"history teachers, postsecondary",6,30,7,7.3,education workers,lecturers,0.85,0.36,0.23237900077244505
936,Occupation,http://data.europa.eu/esco/occupation/4ea620f2-5c75-49ee-85a0-b2fb6bbf3624,road operations manager,1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,9,38,10,10.1,logistics workers,logistics & distribution managers,0.651162791,0.4825,0.4102608357405079
937,Occupation,http://data.europa.eu/esco/occupation/4eada7b3-5026-4030-936b-4a80aed37252,travel and tourism vocational teacher,2,23,232,2320,False,3.0,5.252000000000002,8.2972,3.8284,27240.768115942028,26.248387096774195,,,3.5671906154459663,0.4946165093712616,Other,25-1194.00,"vocational education teachers, postsecondary",6,28,7,7.1,education workers,instructors & vocational teachers,0.7333333329999999,0.7575000000000001,0.4494441013657873
938,Occupation,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,advertising manager,1,12,122,1222,False,4.0,6.102999999999999,7.7523,2.8766000000000003,62079.84666666666,35.493255131964816,,,3.523438469894476,0.3873370577281191,Other,11-2031.00,public relations and fundraising managers,1,9,2,2.4,business & administration workers,business managers,0.6875,0.375,0.3423265984407288
939,Occupation,http://data.europa.eu/esco/occupation/4ed22a87-8478-4731-be11-5942eacb2e16,public funding advisor,2,24,241,2412,True,4.0,6.5707,7.1071,5.8566,34270.94042553192,35.377857142857145,33733.0,0.0010491720465715911,3.4028501011122336,0.4417340748230536,Other,13-2052.00,personal financial advisors,1,7,2,2.2,business & administration workers,accounting & financial services workers,0.846153846,0.365,0.2369680278223204
940,Occupation,http://data.europa.eu/esco/occupation/4ed36f4c-9d5b-4a01-bf59-7f3c7844ce95,scenic painter,3,34,343,3432,False,5.0,7.218,6.909600000000001,3.364,26412.934306569347,35.683333333333344,,,3.4004963390594223,0.7276823430019714,Other,27-1027.00,set and exhibit designers,5,23,6,6.1,arts & media workers,art & media technicians,0.5555555560000001,0.5325,0.4864839837343054
941,Occupation,http://data.europa.eu/esco/occupation/4ed9ce62-75d4-4b05-80d4-e86528fecdcd,recycling worker,9,96,961,9612,True,2.0,3.1532,3.3559,2.8314000000000004,21357.054545454543,39.44397163120568,13414.0,0.0004172099379320129,3.3582582288401266,0.6860501567398121,Other,51-9199.01,recycling and reclamation workers,0,4,1,1.5,"technicians, construction, transport & security workers",environmental & agriculture workers,0.0,0.58,0.7615773105863908
942,Occupation,http://data.europa.eu/esco/occupation/4edbde9f-218e-49c7-812f-c45262fb4128,housing support worker,3,34,341,3412,False,4.0,5.574299999999999,4.1416,3.2409,22871.190205011393,30.96952200662565,,,3.539648212226066,0.33679354094578995,High risk,21-1093.00,social and human service assistants,13,52,14,14.2,social workers,care workers & counsellors,0.615384615,0.79,0.551222418040123
943,Occupation,http://data.europa.eu/esco/occupation/4efdf62f-a1d9-450e-aebc-2d6a6110f05d,community artist,2,26,265,2659,True,,,,,26266.0,36.17627118644068,7750.0,0.00024103977068610737,,,,27-2099.00,"entertainers and performers, sports and related workers, all other",5,27,6,6.5,arts & media workers,fine artists,,0.0,
944,Occupation,http://data.europa.eu/esco/occupation/4efee3ed-de09-44c6-bd4a-d9eaafd04683,process metallurgist,2,21,214,2146,False,4.0,7.3071,6.256399999999998,4.0772,36554.03333333333,40.178068739770865,,,3.4508462811682414,0.5697581291045972,Other,17-2131.00,materials engineers,0,5,1,1.6,"technicians, construction, transport & security workers",mining engineers & technicians,0.55,0.4475,0.4487482590495477
945,Occupation,http://data.europa.eu/esco/occupation/4f08cd74-71c6-43aa-88d4-841e5bb677f7,podiatry assistant,2,22,226,2269,True,5.0,10.0559,5.4257,3.7795,29851.831578947367,32.77627118644068,12806.0,0.0003982983283703473,3.412251096254762,0.3640284666810437,Other,29-1081.00,podiatrists,10,43,11,11.3,healthcare workers,naturopathic & physical therapists,0.333333333,0.945,0.7937253935178086
946,Occupation,http://data.europa.eu/esco/occupation/4f1bb8b4-3fff-4e68-b427-8c892534a181,hardwood floor layer,7,71,712,7122,True,2.0,1.8644,3.9264,5.3721000000000005,23936.857142857138,38.816666666666656,17350.0,0.0005396197193931923,3.2259681748466256,1.0,Low risk,47-2043.00,floor sanders and finishers,0,1,1,1.2,"technicians, construction, transport & security workers",construction workers & supervisors,0.0,0.6175,0.7858116822750856
947,Occupation,http://data.europa.eu/esco/occupation/4f2f2539-3e38-4393-9dac-a9a48af7cd32,casting director,2,21,216,2166,False,4.0,6.247699999999999,8.0309,4.3843,37555.30817610063,36.67020202020202,,,3.4674114021571643,0.7608628659476115,Other,27-1011.00,art directors,5,25,6,6.3,arts & media workers,creative managers & graphic designers,0.7333333329999999,0.585,0.3949683534094853
948,Occupation,http://data.europa.eu/esco/occupation/4f49df98-98b8-4a9e-98ad-9c5557817eba,strategic planning manager,1,12,121,1213,False,4.0,6.5,8.2135,4.6425,49724.32995951417,36.59336778639104,,,3.583608935306064,0.3296344647519582,High risk,11-9199.01,regulatory affairs managers,1,9,2,2.4,business & administration workers,business managers,0.672131148,0.425,0.3732884435660981
949,Occupation,http://data.europa.eu/esco/occupation/4f4d33a1-0b41-4dd9-8a42-aeba5a3974ab,sensor engineer,2,21,215,2152,False,4.0,5.8123000000000005,7.045800000000002,4.3592,37361.44129554656,38.950526315789475,,,3.6153232259423036,0.5262160454832597,Other,17-2072.00,"electronics engineers, except computer",4,21,5,5.2,engineers & researchers,various engineers & architects,0.7222222220000001,0.5125,0.3773077142399821
950,Occupation,http://data.europa.eu/esco/occupation/4f5bc9a5-e989-409b-bfb5-973b472163cd,educational psychologist,2,26,263,2634,False,5.0,10.734000000000002,7.1478,3.8266,55580.09523809524,35.203603603603604,,,3.534140241600604,0.2487731219328048,High risk,19-3031.02,clinical psychologists,6,29,7,7.2,education workers,teachers & childcare workers,0.647058824,0.6225,0.4687279403449297
951,Occupation,http://data.europa.eu/esco/occupation/4f5e4fb1-58bd-4abd-bb06-4af9203a1518,filing machine operator,8,81,812,8122,True,2.0,2.2128,4.3425,3.5772000000000004,22295.4,39.965131578947364,645.0,2.0059523747455083e-05,3.490059841944177,0.4526517747019322,Other,51-4033.00,"grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",3,16,4,4.1,manufacturing workers,metal workers & machine operators,0.133333333,0.5475,0.68883960410425
952,Occupation,http://data.europa.eu/esco/occupation/4f7e7482-39e7-4f3a-bf11-763620f4b8e0,paper embosing press operator,7,73,732,7322,True,2.0,2.0099,3.8507,2.9896,21832.691489361703,36.74489795918368,4082.0,0.00012695241618123065,3.4522058823529416,0.7738366988586479,Other,51-9196.00,"paper goods machine setters, operators, and tenders",3,19,4,4.4,manufacturing workers,paper & wood manufacturing workers,0.0,0.605,0.7778174593052023
953,Occupation,http://data.europa.eu/esco/occupation/4f89b0d2-b666-4890-af01-25d1d60da1f3,political scientist,2,26,263,2633,True,5.0,10.1656,3.3995000000000006,2.2996000000000003,44206.0,35.767567567567575,16730.0,0.0005203367450888023,3.4702514348182567,0.5690079256627495,Other,19-3094.00,political scientists,4,20,5,5.1,engineers & researchers,researchers & science technicians,1.0,0.3075,0.0
954,Occupation,http://data.europa.eu/esco/occupation/4fa660b3-ab97-4a99-ad73-ce3c2612f2c3,social work assistant,3,34,341,3412,True,4.0,5.574299999999999,4.1416,3.2409,22871.190205011393,30.96952200662565,25423.0,0.0007907290523355457,3.539648212226066,0.33679354094578995,High risk,21-1093.00,social and human service assistants,13,51,14,14.1,social workers,social workers,0.615384615,0.79,0.551222418040123
955,Occupation,http://data.europa.eu/esco/occupation/4fe4b1f1-e84d-4056-b062-83d5a64fc571,aquaculture harvesting manager,1,13,131,1312,True,4.0,4.421099999999999,6.05,4.2,30788.0,39.7,10101.0,0.0003141593320834038,3.5816474103585647,0.5974501992031871,Other,11-9013.03,aquacultural managers,12,50,13,13.3,animal care & husbandry workers,aquaculture workers,0.606060606,0.5125,0.4493260947519073
956,Occupation,http://data.europa.eu/esco/occupation/4fef1907-cf82-413b-841a-02ef57e299a6,scientific laboratory technician,3,31,314,3141,True,4.0,6.8126000000000015,6.8818,4.4261,20011.0,35.146153846153844,2138.0,6.649730485303738e-05,3.5184829059829057,0.6971386101820884,Other,19-4021.00,biological technicians,4,20,5,5.1,engineers & researchers,researchers & science technicians,0.090909091,0.505,0.6775624761193613
957,Occupation,http://data.europa.eu/esco/occupation/5001506f-dd7d-4801-92ac-6f7e93b45133,industrial robot controller,3,31,313,3139,True,3.0,3.3099,5.3737999999999975,3.8502,28403.636363636364,40.27368421052632,2327.0,7.238260316738736e-05,3.5472468483419237,0.7057384924447553,Other,51-4011.00,"computer-controlled machine tool operators, metal and plastic",3,19,4,4.4,manufacturing workers,paper & wood manufacturing workers,0.222222222,0.5125,0.6313565642527208
958,Occupation,http://data.europa.eu/esco/occupation/500b7b14-507c-4c49-816d-c1d0b05b85e4,prosthetic-orthotics technician,3,32,321,3214,False,5.0,7.0599,5.6364,4.8177,28295.22972972973,34.590243902439035,,,3.346809546363541,0.62709188506473,Other,29-2091.00,orthotists and prosthetists,3,18,4,4.3,manufacturing workers,craftspersons & carpenters,0.384615385,0.8825000000000001,0.7369375297387832
959,Occupation,http://data.europa.eu/esco/occupation/501a3798-08bf-4475-88d2-0e8c9befb101,cooper,7,75,752,7522,True,2.0,1.9076,4.1517,3.5454,24701.99626865672,40.37898305084746,4088.0,0.00012714525214478948,3.432101974625583,0.7703901554898406,Other,51-7042.00,"woodworking machine setters, operators, and tenders, except sawing",3,18,4,4.3,manufacturing workers,craftspersons & carpenters,0.14285714300000002,0.5125,0.6627863262111703
960,Occupation,http://data.europa.eu/esco/occupation/502fe307-ae65-46cb-a485-e559b9a35266,injection moulding operator,8,81,814,8142,True,2.0,1.8396,4.5717,4.0574,24469.8,39.91818181818182,958.0,2.9784956600131635e-05,3.4629330196942725,0.8765787912181063,Other,51-4072.00,"molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",3,17,4,4.2,manufacturing workers,chemical manufacturing workers,0.064516129,0.6825,0.799041764839298
961,Occupation,http://data.europa.eu/esco/occupation/503ea267-93e9-4b8c-ae5e-817fe7e4a245,street sweeper,9,96,961,9613,True,2.0,2.1143,5.043099999999999,3.7943,25825.13559322034,42.57058823529412,13414.0,0.0004172099379320129,3.504463353270673,0.8209911706066647,Other,47-4051.00,highway maintenance workers,2,11,3,3.1,sales & services workers,"food, cleaning & services workers",0.0,0.6825,0.8261355820929153
962,Occupation,http://data.europa.eu/esco/occupation/50609eb5-9957-4cbf-9b91-6f46ce49cfad,freight inspector,3,33,335,3359,True,4.0,4.9143,6.379,4.8373,26209.879146919433,34.691528925619835,14608.0,0.0004543404879045205,3.50141797556719,0.6090750436300173,Other,53-6051.08,freight and cargo inspectors,0,4,1,1.5,"technicians, construction, transport & security workers",environmental & agriculture workers,0.28,0.5875,0.6503845016603641
963,Occupation,http://data.europa.eu/esco/occupation/50743f62-3d5b-4ef6-b706-00d2b1adfcc3,residential home older adult care worker,3,34,341,3412,False,4.0,5.574299999999999,4.1416,3.2409,22871.190205011393,30.96952200662565,,,3.539648212226066,0.33679354094578995,High risk,21-1093.00,social and human service assistants,13,52,14,14.2,social workers,care workers & counsellors,0.615384615,0.79,0.551222418040123
964,Occupation,http://data.europa.eu/esco/occupation/50760da6-abc3-424c-b159-8ddf0818e016,business valuer,2,24,241,2412,True,4.0,6.5707,7.1071,5.8566,34270.94042553192,35.377857142857145,33733.0,0.0010491720465715911,3.4028501011122336,0.4417340748230536,Other,13-2052.00,personal financial advisors,1,7,2,2.2,business & administration workers,accounting & financial services workers,0.846153846,0.365,0.2369680278223204
965,Occupation,http://data.europa.eu/esco/occupation/509f9452-ed18-4fbf-8a4c-d45de85aa2f7,pesticides sprayer,7,75,754,7544,False,2.0,2.1111,2.3447000000000005,3.3591,22430.36764705882,38.70938628158846,,,3.424209283220373,0.920106798110495,Other,37-2021.00,pest control workers,0,4,1,1.5,"technicians, construction, transport & security workers",environmental & agriculture workers,0.333333333,0.47,0.5597618542648293
966,Occupation,http://data.europa.eu/esco/occupation/50a66df6-c141-4b4a-937a-d3bc55737ae3,debt collector,4,42,421,4214,True,2.0,3.3798,5.4719000000000015,3.1422,20072.555084745763,32.70327272727273,25850.0,0.0008040159127758628,3.515799026306799,0.4342330030748207,Other,43-3011.00,bill and account collectors,1,8,2,2.3,business & administration workers,"assistants, clerks & legal workers",0.666666667,0.4475,0.3862210073487718
967,Occupation,http://data.europa.eu/esco/occupation/50af07f0-7a75-424e-a66d-5a9deea10f4c,ICT accessibility tester,2,25,251,2519,False,4.0,5.518000000000002,6.0742,3.7781,41344.03728362184,36.871460674157305,,,3.62548794297895,0.2538968824940048,High risk,15-1199.01,software quality assurance engineers and testers,11,46,12,12.2,ict workers,developers & testers,0.735849057,0.4725,0.35328645681302306
968,Occupation,http://data.europa.eu/esco/occupation/50b41847-6dad-4a2e-9427-a0374c2963fd,stage machinist,3,34,343,3435,False,3.0,4.2648,6.0451000000000015,4.3342,19027.489776951672,29.200805270863828,,,3.4890903544142624,0.7622028862478777,Other,27-4011.00,audio and video equipment technicians,5,23,6,6.1,arts & media workers,art & media technicians,0.523809524,0.6025,0.5356349146480278
969,Occupation,http://data.europa.eu/esco/occupation/50e00fda-ac7c-4bc5-9f19-69a33ff3d6e7,fiscal affairs policy officer,2,24,242,2422,False,5.0,7.153899999999998,8.039299999999999,4.6922,33292.98633257403,35.24056603773585,,,3.3018306010928966,0.5404371584699454,Other,13-1111.00,management analysts,1,10,2,2.5,business & administration workers,public officials,0.8888888890000001,0.4125,0.21408720953737512
970,Occupation,http://data.europa.eu/esco/occupation/511c8e9f-b19e-4ae8-9959-c047e7410441,railway infrastructure inspector,3,31,311,3112,True,,,,,31261.07339449541,37.26484375,6784.0,0.00021099122761900624,,,,53-6051.00,transportation inspectors,0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.28,0.0,0.0
971,Occupation,http://data.europa.eu/esco/occupation/511f366c-ba41-4826-9622-8cda6d6e3b91,mail clerk,4,44,441,4412,True,2.0,1.9982,1.8238,2.5823000000000005,23091.71020408163,34.06909090909091,123976.0,0.003855980585026368,3.447852087756546,0.6420382165605095,Other,43-5053.00,"postal service mail sorters, processors, and processing machine operators",2,12,3,3.2,sales & services workers,customer representatives,0.076923077,0.625,0.7595545252811019
972,Occupation,http://data.europa.eu/esco/occupation/5157706c-3fce-420e-9e7f-863000af5397,leather goods patternmaker,7,75,753,7532,True,3.0,3.5125,6.7079,5.6053,16576.0,36.815384615384616,1748.0,5.436989257492068e-05,3.69184790514984,0.5545533895839395,Other,51-6092.00,fabric and apparel patternmakers,7,32,8,8.1,"textile, clothing, leather & footwear manufacturing workers",shoe & leather manufacturing workers,0.272727273,0.4925000000000001,0.5984829304562496
973,Occupation,http://data.europa.eu/esco/occupation/517c01aa-e875-4690-bf38-17307a57eafe,sewing machinist,7,75,753,7533,True,1.0,1.6268,4.4766,3.6586,20914.636363636364,37.65921052631579,1748.0,5.436989257492068e-05,3.5763055793582783,0.7661620489383985,Other,51-6031.00,sewing machine operators,7,34,8,8.3,"textile, clothing, leather & footwear manufacturing workers",clothing manufacturing workers,0.055555556,0.6225,0.7667572408461495
974,Occupation,http://data.europa.eu/esco/occupation/518348e6-0095-4f37-ad46-5ef1b8b5ee2f,textile operations manager,3,31,312,3122,False,2.0,3.4679,8.6141,4.6503,23310.158751696064,39.241991341991344,,,3.4037749517063745,0.5521571152607855,Other,51-1011.00,first-line supervisors of production and operating workers,7,33,8,8.2,"textile, clothing, leather & footwear manufacturing workers",textile workers,0.692307692,0.645,0.4454902228556762
975,Occupation,http://data.europa.eu/esco/occupation/51c7015c-dc81-4fcb-b15f-619a4656a9fe,electromechanical engineering technician,3,31,311,3113,False,3.0,4.0953,7.5198,4.7440000000000015,31488.87323943662,37.5,,,3.4589547074659683,0.5783187350699578,Other,17-3023.03,electrical engineering technicians,0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,,0.595,
976,Occupation,http://data.europa.eu/esco/occupation/51ca3c6e-1c9b-49e4-aa09-9e77d1a59547,fruit and vegetables specialised seller,5,52,522,5223,False,2.0,2.3097000000000003,4.0499,2.8367,13618.307949790797,26.772758860319676,,,3.578497023809524,0.2411275831087152,High risk,41-2031.00,retail salespersons,2,14,3,3.4,sales & services workers,retail & sales workers,0.6315789470000001,0.685,0.5023628383001673
977,Occupation,http://data.europa.eu/esco/occupation/51cd3a7a-eae6-4dc6-9f24-179d7ec6d230,logistics analyst,2,21,214,2141,True,4.0,5.96,7.280000000000001,4.880000000000001,34623.15821501014,36.88374125874126,11552.0,0.00035929027887737113,3.5307484530006867,0.2716825459188684,Other,13-1081.02,logistics analysts,1,9,2,2.4,business & administration workers,business managers,0.727272727,0.51,0.3729489364913111
978,Occupation,http://data.europa.eu/esco/occupation/51ec004e-aec8-4f89-b114-952bcc56b0b0,vlogger,2,26,264,2642,False,4.0,6.1377,6.500799999999999,2.8184,32229.535433070865,34.13584905660377,,,3.5700093733261933,0.6577396893411892,Other,27-3022.00,reporters and correspondents,5,24,6,6.2,arts & media workers,"journalists, publishers & composers",0.818181818,0.545,0.3147870854879533
979,Occupation,http://data.europa.eu/esco/occupation/521bbfd5-c179-46e3-879b-e74bd6db367c,audiology technician,3,32,321,3214,True,3.0,5.1084999999999985,4.8159,5.017100000000001,28295.22972972973,34.590243902439035,20808.0,0.0006471668244759473,3.5339707217430782,0.4670903313663188,Other,29-2092.00,hearing aid specialists,3,18,4,4.3,manufacturing workers,craftspersons & carpenters,0.1,0.7925,0.8445412956155549
980,Occupation,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41,landscape architect,2,21,216,2162,True,4.0,6.3207,5.1835,4.3327,40712.0,37.3,9452.0,0.00029397435918569704,3.352259354753405,0.7379346820044956,Other,17-1012.00,landscape architects,4,21,5,5.2,engineers & researchers,various engineers & architects,0.7857142859999999,0.465,0.3156625682750491
981,Occupation,http://data.europa.eu/esco/occupation/522c55ca-ee4a-407d-9fc6-f810c5266523,airline transport pilot,3,31,315,3153,False,4.0,5.5242,8.2304,4.4322,32754.0,42.106461538461545,,,3.4416196588789187,0.7351869947588164,Other,53-2011.00,"airline pilots, copilots, and flight engineers",0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,0.25,0.825,0.7866066361276136
982,Occupation,http://data.europa.eu/esco/occupation/523ab5a0-5e72-418d-9d61-a6126a446123,commercial pilot,3,31,315,3153,False,4.0,5.5242,8.2304,4.4322,32754.0,42.106461538461545,,,3.4416196588789187,0.7351869947588164,Other,53-2011.00,"airline pilots, copilots, and flight engineers",0,3,1,1.4,"technicians, construction, transport & security workers",transport & security workers,0.25,0.825,0.7866066361276136
983,Occupation,http://data.europa.eu/esco/occupation/526ba8e1-fc71-4657-8d27-52f03e8ca81d,child care coordinator,1,13,134,1341,True,4.0,4.1392,6.224,3.8656,20454.735602094242,30.466820276497693,9532.0,0.0002964630178033248,3.6834181890785658,0.42318059299191374,High risk,11-9031.00,"education administrators, preschool and childcare center/program",6,29,7,7.2,education workers,teachers & childcare workers,0.72,0.7525,0.45902069670114
984,Occupation,http://data.europa.eu/esco/occupation/528e63a7-91be-4477-be2f-69ce82deb726,metal furnace operator,3,31,313,3135,True,2.0,1.6414,3.9668,4.5612,21846.549019607843,40.114406779661024,2327.0,7.238260316738736e-05,3.549294087665648,0.5403669724770642,Other,51-4051.00,metal-refining furnace operators and tenders,3,17,4,4.2,manufacturing workers,chemical manufacturing workers,0.14285714300000002,0.4275,0.6053334381706499
985,Occupation,http://data.europa.eu/esco/occupation/528f90ed-e250-48bd-aacc-ffb7b1de5654,textile specialised seller,5,52,522,5223,False,2.0,2.3097000000000003,4.0499,2.8367,13618.307949790797,26.772758860319676,,,3.578497023809524,0.2411275831087152,High risk,41-2031.00,retail salespersons,2,14,3,3.4,sales & services workers,retail & sales workers,0.6315789470000001,0.685,0.5023628383001673
986,Occupation,http://data.europa.eu/esco/occupation/52a769ab-c899-4e8c-b31d-e5c2a01f32e3,survival instructor,3,34,342,3423,False,4.0,4.7645,5.7696000000000005,3.4062,27503.0,29.946101694915253,,,3.5373592699327565,0.5055907780979827,Other,39-9032.00,recreation workers,6,28,7,7.1,education workers,instructors & vocational teachers,0.333333333,0.715,0.6904105060795352
987,Occupation,http://data.europa.eu/esco/occupation/52b9e8dc-de6c-41dd-b29a-e1291c273f6f,producer,2,26,265,2654,True,4.0,5.8324,6.5546,3.7019,41855.68237347295,35.42818991097923,7750.0,0.00024103977068610737,3.5370451729187797,0.5001689760054073,Other,27-2012.01,producers,1,9,2,2.4,business & administration workers,business managers,0.6764705879999999,0.64,0.455037167361085
988,Occupation,http://data.europa.eu/esco/occupation/52c25b47-c36e-49ff-92ce-8a8c5413fde6,surface-mount technology machine operator,8,82,821,8212,True,2.0,2.1123000000000003,4.3375,3.5168,24137.32236842105,39.74566473988439,5356.0,0.0001665705153105825,3.49919324221716,0.8545785876993165,Other,51-4122.00,"welding, soldering, and brazing machine setters, operators, and tenders",0,0,1,1.1,"technicians, construction, transport & security workers",engineering technicians,0.24,0.42,0.5649778756730214
989,Occupation,http://data.europa.eu/esco/occupation/52d303a7-630b-4e3f-9f62-becd9b2fcb46,metals and metal ores distribution manager,1,13,132,1324,False,4.0,6.1669,7.8994,4.166600000000002,38833.807914262165,36.60719424460432,,,3.6143494131780787,0.4670548008501986,High risk,11-3071.03,logistics managers,9,38,10,10.1,logistics workers,logistics & distribution managers,0.651162791,0.4825,0.4102608357405079
990,Occupation,http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440,ICT system tester,2,25,251,2519,False,4.0,5.518000000000002,6.0742,3.7781,41344.03728362184,36.871460674157305,,,3.62548794297895,0.2538968824940048,High risk,15-1199.01,software quality assurance engineers and testers,11,46,12,12.2,ict workers,developers & testers,0.735849057,0.4725,0.35328645681302306
991,Occupation,http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9,psychologist,2,26,263,2634,True,5.0,10.734000000000002,7.1478,3.8266,55580.09523809524,35.203603603603604,16730.0,0.0005203367450888023,3.534140241600604,0.2487731219328048,High risk,19-3031.02,clinical psychologists,10,41,11,11.1,healthcare workers,doctors & specialist therapists,0.647058824,0.6225,0.4687279403449297
992,Occupation,http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c,3D animator,2,21,216,2166,False,4.0,4.9737,6.4292,2.4731,37555.30817610063,36.67020202020202,,,3.7382212657049783,0.4690553745928338,High risk,27-1014.00,multimedia artists and animators,5,25,6,6.3,arts & media workers,creative managers & graphic designers,0.6,0.53,0.4604345773288536
993,Occupation,http://data.europa.eu/esco/occupation/52fcfdb9-9dcf-4591-aba5-45337f791a10,technical sales representative in mining and construction machinery,2,24,243,2433,False,4.0,4.433699999999999,6.7125,3.2532,41242.61354019746,37.209892729439815,,,3.5752717391304345,0.21557312252964428,High risk,41-4011.00,"sales representatives, wholesale and manufacturing, technical and scientific products",2,12,3,3.2,sales & services workers,customer representatives,0.851851852,0.4575,0.2603416557333843
994,Occupation,http://data.europa.eu/esco/occupation/5318abf2-2e7b-4d09-ae57-6bd500689ebc,mouldmaker,7,72,721,7211,False,2.0,1.8396,4.5717,4.0574,25472.0,41.5,,,3.4629330196942725,0.8765787912181063,Other,51-4072.00,"molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",3,17,4,4.2,manufacturing workers,chemical manufacturing workers,0.064516129,0.6825,0.799041764839298
995,Occupation,http://data.europa.eu/esco/occupation/531e98aa-2a03-489d-b811-ebbb7389864a,canvas goods assembler,8,81,815,8159,True,1.0,1.6268,4.4766,3.6586,20216.380952380958,37.61639344262295,1883.0,5.857536386501918e-05,3.5763055793582783,0.7661620489383985,Other,51-6031.00,sewing machine operators,7,34,8,8.3,"textile, clothing, leather & footwear manufacturing workers",clothing manufacturing workers,0.055555556,0.6225,0.7667572408461495
996,Occupation,http://data.europa.eu/esco/occupation/534d18fe-eae4-4a02-af4d-f78e92faa5d5,irrigation technician,7,71,712,7126,True,3.0,2.3558,5.0467,6.3061,30837.17660550459,41.114285714285714,17350.0,0.0005396197193931923,3.4128579515183803,0.9431273308470964,Other,47-2152.01,pipe fitters and steamfitters,0,2,1,1.3,"technicians, construction, transport & security workers","industrial technicians, mechanics & repairers",0.28,0.73,0.7249827584156743
997,Occupation,http://data.europa.eu/esco/occupation/53be4843-8f31-4645-b25c-9a5bbb04f6b6,process engineering technician,3,31,311,3119,True,3.0,4.0063,6.8401999999999985,4.7342,27329.90341753343,35.66,6784.0,0.00021099122761900624,3.4708214793741106,0.519203413940256,Other,17-3026.00,industrial engineering technicians,4,22,5,5.3,engineers & researchers,"mechanical engineers, designers & drafters",0.5625,0.515,0.4746709386511882
998,Occupation,http://data.europa.eu/esco/occupation/53c0086b-9b54-4c29-8bba-69ce8256cb91,pre-stitching machine operator,8,81,815,8156,True,2.0,1.8475,3.2336,3.0902,16576.0,36.815384615384616,1883.0,5.857536386501918e-05,3.4747095607548397,0.8373136137713663,Other,51-6042.00,shoe machine operators and tenders,7,32,8,8.1,"textile, clothing, leather & footwear manufacturing workers",shoe & leather manufacturing workers,0.14285714300000002,0.61,0.7230886133593862
999,Occupation,http://data.europa.eu/esco/occupation/53c7756d-4114-4c7f-90b0-26717f458ac5,pneumatic systems technician,7,72,723,7233,True,3.0,3.1896,6.9071000000000025,5.2432,30467.260869565216,41.22962962962964,16589.0,0.0005159554290565458,3.3558163985323173,0.6492802709568164,Other,49-9041.00,industrial machinery mechanics,0,2,1,1.3,"technicians, construction, transport & security workers","industrial technicians, mechanics & repairers",0.176470588,0.7225,0.7713624311372702
1000,Occupation,http://data.europa.eu/esco/occupation/53cdcc84-e5ee-488c-aa09-88084e06d6d7,industrial pharmacist,2,22,226,2262,False,5.0,9.572299999999998,4.4135,3.4677,36704.0,33.2,,,3.4996905846621096,0.5195140470766895,Other,29-1051.00,pharmacists,10,42,11,11.2,healthcare workers,healthcare technicians & scientists,0.444444444,0.7225,0.6335525938783615
1001,Occupation,http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae,accommodation manager,1,14,141,1411,True,4.0,4.890299999999999,5.8868,4.6997,30286.0,39.17586206896553,99693.0,0.003100708986302084,3.379041806370496,0.5074392288348702,Other,11-9081.00,lodging managers,2,13,3,3.3,sales & services workers,shop & services managers,0.52173913,0.4925000000000001,0.4853282172664186
