occupation_id,skill_id,importance
7,3649,Essential
7,2764,Essential
7,6223,Essential
7,6139,Optional
7,13000,Optional
7,12593,Optional
7,3013,Optional
7,1472,Optional
7,2948,Optional
7,8783,Optional
7,5699,Optional
7,6388,Optional
7,12230,Optional
7,9681,Optional
7,9947,Optional
7,8124,Optional
7,5966,Optional
7,2777,Optional
7,10891,Optional
7,1732,Optional
7,1825,Optional
7,12486,Optional
7,6556,Optional
7,308,Optional
7,2184,Optional
8,6935,Essential
8,2804,Essential
8,5594,Essential
8,1164,Essential
8,805,Essential
8,4362,Essential
8,11156,Essential
8,6303,Essential
8,4094,Essential
8,7263,Essential
8,4411,Essential
8,2522,Essential
8,5163,Essential
8,4209,Essential
8,2743,Essential
8,13000,Essential
8,7140,Essential
8,202,Essential
8,3066,Essential
8,3058,Essential
8,731,Essential
8,7972,Essential
8,5957,Essential
8,9927,Essential
8,12364,Essential
8,4615,Essential
8,5241,Essential
8,11242,Essential
8,11373,Essential
8,1118,Essential
8,793,Essential
8,13143,Essential
8,9415,Essential
8,8141,Essential
8,10964,Essential
8,5552,Essential
8,10857,Essential
8,5011,Essential
8,8425,Essential
8,12186,Essential
8,1000,Essential
8,9572,Essential
8,107,Essential
8,7192,Essential
8,4483,Essential
8,11834,Essential
8,334,Essential
8,9201,Essential
8,160,Essential
8,662,Essential
8,1178,Essential
8,10949,Essential
8,13310,Essential
8,8676,Essential
8,9301,Essential
8,11438,Essential
8,10088,Essential
8,2963,Essential
8,8482,Essential
8,2132,Essential
8,2186,Essential
8,5159,Essential
8,9007,Essential
8,6169,Essential
8,6036,Essential
8,10546,Essential
8,9613,Essential
8,5572,Essential
8,6276,Essential
8,11929,Essential
8,1088,Essential
8,3475,Essential
8,7341,Essential
8,1923,Essential
8,5492,Essential
8,13100,Essential
8,4361,Essential
8,8560,Essential
8,12984,Essential
8,4275,Essential
8,6651,Essential
8,5840,Essential
8,8578,Essential
8,10447,Essential
8,8719,Essential
8,12362,Essential
8,479,Essential
8,11903,Essential
8,1311,Essential
8,585,Essential
8,7583,Optional
8,14,Optional
8,13079,Optional
8,4997,Optional
8,7496,Optional
8,12122,Optional
8,10778,Optional
9,2674,Essential
9,8134,Essential
9,5239,Essential
9,5966,Essential
9,2647,Essential
9,1879,Essential
9,12008,Essential
9,7554,Essential
9,12623,Essential
9,1732,Essential
9,4782,Essential
9,1825,Essential
9,2536,Essential
9,938,Essential
9,8243,Essential
9,3450,Essential
9,6224,Essential
9,9461,Essential
9,6668,Essential
9,13418,Essential
9,11955,Essential
9,3649,Essential
9,9786,Essential
9,8783,Essential
9,2764,Essential
9,10891,Essential
9,4645,Essential
9,2948,Essential
9,8094,Essential
9,12486,Essential
9,8781,Optional
9,6245,Optional
9,9681,Optional
9,7122,Optional
9,506,Optional
9,5388,Optional
9,10739,Optional
9,5257,Optional
9,7959,Optional
9,12213,Optional
9,3679,Optional
9,12673,Optional
9,10065,Optional
9,6139,Optional
9,3566,Optional
9,11257,Optional
9,11138,Optional
9,8944,Optional
9,12143,Optional
9,6754,Optional
9,7628,Optional
9,7924,Optional
9,13344,Optional
9,12451,Optional
9,8425,Optional
9,11335,Optional
9,1835,Optional
9,3078,Optional
9,9529,Optional
10,8448,Essential
10,9007,Essential
10,6219,Essential
10,3615,Essential
10,4503,Essential
10,8920,Essential
10,9764,Essential
10,6462,Essential
10,4928,Essential
10,7604,Essential
10,5531,Essential
10,5866,Essential
10,10296,Essential
10,9891,Essential
10,9760,Essential
10,4880,Essential
10,10070,Essential
10,10940,Essential
10,12534,Essential
10,9257,Essential
10,10210,Essential
10,7038,Essential
10,9062,Optional
10,147,Optional
10,8998,Optional
10,10851,Optional
10,2000,Optional
10,6752,Optional
10,12672,Optional
10,3359,Optional
10,7931,Optional
10,3394,Optional
10,8364,Optional
10,10382,Optional
10,12488,Optional
10,11502,Optional
10,13184,Optional
10,12990,Optional
10,12732,Optional
10,1873,Optional
10,12958,Optional
10,10939,Optional
11,12064,Essential
11,10590,Essential
11,192,Essential
11,10335,Essential
11,9863,Essential
11,5866,Essential
11,13333,Essential
11,12732,Essential
11,11818,Essential
11,1280,Essential
11,11394,Essential
11,8656,Essential
11,8568,Essential
11,647,Essential
11,11022,Essential
11,4541,Essential
11,5531,Essential
11,10924,Essential
11,4880,Essential
11,12018,Essential
11,2238,Essential
11,10070,Essential
11,1779,Essential
11,8222,Essential
11,9891,Essential
11,9007,Essential
11,11063,Essential
11,7034,Optional
11,10863,Optional
11,4523,Optional
11,13184,Optional
11,8364,Optional
11,9062,Optional
11,11502,Optional
11,12463,Optional
11,12824,Optional
11,13266,Optional
11,2000,Optional
11,9400,Optional
11,12958,Optional
11,6197,Optional
11,2469,Optional
11,3615,Optional
11,12672,Optional
11,3470,Optional
11,2816,Optional
11,2911,Optional
11,12377,Optional
12,1263,Essential
12,1809,Essential
12,3475,Essential
12,3248,Essential
12,8081,Essential
12,1318,Essential
12,1776,Essential
12,9007,Essential
12,13369,Essential
12,11881,Essential
12,3913,Essential
12,1024,Essential
12,8831,Essential
12,3879,Essential
12,12807,Essential
12,7321,Essential
12,1181,Essential
12,10747,Essential
12,6039,Essential
12,3659,Essential
12,12591,Essential
12,13343,Essential
12,8440,Essential
12,2778,Essential
12,8414,Essential
12,11989,Essential
12,5560,Essential
12,12494,Essential
12,1218,Essential
12,5965,Essential
12,1737,Essential
12,11611,Essential
13,13004,Essential
13,11012,Essential
13,9969,Essential
13,10403,Essential
13,11313,Essential
13,12432,Essential
13,6783,Essential
13,5206,Essential
13,6417,Essential
13,5558,Essential
13,13038,Essential
13,6871,Essential
13,10293,Essential
13,564,Essential
13,13002,Essential
13,10124,Essential
13,11146,Essential
13,12768,Essential
13,5001,Essential
13,710,Essential
13,11706,Essential
13,31,Essential
14,7992,Essential
14,2974,Essential
14,2448,Essential
14,2778,Essential
14,5702,Essential
14,2869,Essential
14,10988,Essential
14,2895,Essential
14,837,Essential
14,8194,Essential
14,3186,Essential
14,9827,Essential
14,7753,Essential
14,8400,Essential
14,11218,Essential
14,7149,Essential
14,3571,Essential
14,9266,Optional
14,5046,Optional
14,4245,Optional
14,1162,Optional
14,9123,Optional
14,8685,Optional
14,1265,Optional
15,9543,Essential
15,2994,Essential
15,4626,Essential
15,7735,Essential
15,6042,Essential
15,4765,Essential
15,3686,Essential
15,11985,Essential
15,736,Essential
15,1394,Essential
15,3595,Essential
15,12026,Essential
15,3792,Essential
15,4097,Essential
15,12041,Optional
15,3198,Optional
15,13442,Optional
15,338,Optional
15,5965,Optional
15,6688,Optional
15,5512,Optional
15,11240,Optional
15,10581,Optional
15,6005,Optional
15,10483,Optional
16,6931,Essential
16,12779,Essential
16,3615,Essential
16,5583,Essential
16,8833,Essential
16,11025,Essential
16,11611,Essential
16,7201,Essential
16,4503,Essential
16,2395,Essential
16,9758,Essential
16,6928,Essential
16,3475,Optional
16,3579,Optional
16,10416,Optional
16,3760,Optional
16,11525,Optional
16,12936,Optional
16,12478,Optional
16,10699,Optional
16,10914,Optional
16,3206,Optional
16,11856,Optional
16,3853,Optional
16,11147,Optional
16,3109,Optional
16,8560,Optional
16,9299,Optional
16,3595,Optional
16,2953,Optional
17,11822,Essential
17,6035,Essential
17,396,Essential
17,10256,Essential
17,7363,Essential
17,6700,Essential
17,8573,Essential
17,3475,Essential
17,8098,Essential
17,9981,Essential
17,5907,Essential
17,6487,Essential
17,1052,Essential
17,12377,Essential
17,7072,Essential
17,4653,Essential
17,6220,Essential
17,1534,Essential
17,2664,Essential
17,4213,Essential
17,710,Essential
17,10572,Essential
17,13391,Essential
17,1231,Essential
17,3853,Essential
17,9062,Essential
17,6221,Essential
17,771,Essential
17,2137,Essential
17,8352,Essential
17,12819,Essential
17,4357,Essential
17,9568,Essential
17,759,Optional
17,5283,Optional
18,338,Essential
18,7543,Essential
18,6916,Essential
18,3533,Essential
18,8489,Essential
18,5027,Essential
18,211,Essential
18,3085,Essential
18,11047,Essential
18,7761,Essential
18,3060,Essential
18,13258,Essential
18,9329,Essential
18,160,Essential
18,7250,Essential
18,6459,Essential
18,10318,Essential
18,11012,Essential
18,2204,Essential
18,4003,Essential
18,7872,Essential
18,2476,Essential
18,5736,Essential
18,5934,Essential
18,771,Essential
18,4589,Essential
18,13196,Essential
18,5474,Essential
18,2914,Essential
19,5943,Essential
19,2369,Essential
19,5893,Essential
19,11565,Essential
19,8968,Essential
19,12933,Essential
19,13020,Essential
19,160,Essential
19,4223,Optional
19,12136,Optional
19,4816,Optional
19,3948,Optional
19,10065,Optional
19,4907,Optional
19,1422,Optional
19,9307,Optional
19,10829,Optional
19,9819,Optional
19,12451,Optional
20,9543,Essential
20,10559,Essential
20,3958,Essential
20,4924,Essential
20,11019,Essential
20,8265,Essential
20,12815,Essential
20,13331,Essential
20,2933,Essential
20,8338,Essential
20,2778,Essential
20,12112,Essential
20,832,Essential
20,10200,Essential
20,1776,Essential
20,3879,Essential
20,12026,Essential
20,3167,Essential
20,8414,Essential
20,2187,Essential
20,12867,Essential
20,5206,Essential
20,9856,Essential
20,11856,Essential
20,4968,Essential
20,8498,Essential
20,8997,Essential
20,4351,Essential
20,6110,Optional
20,2615,Optional
20,888,Optional
20,907,Optional
20,9051,Optional
20,12589,Optional
20,13337,Optional
20,10770,Optional
20,3640,Optional
20,10549,Optional
20,12626,Optional
20,1136,Optional
20,13044,Optional
20,5050,Optional
20,13024,Optional
20,4059,Optional
21,7605,Essential
21,2681,Essential
21,389,Essential
21,5308,Essential
21,3813,Essential
21,4142,Optional
21,6643,Optional
21,12746,Optional
21,10535,Optional
21,2862,Optional
21,3503,Optional
21,646,Optional
21,13221,Optional
21,6028,Optional
22,2705,Essential
22,7477,Essential
22,506,Essential
22,7753,Essential
22,12486,Essential
22,11237,Essential
22,2778,Essential
22,938,Essential
22,2028,Essential
22,349,Essential
22,12455,Essential
22,10988,Essential
22,1382,Essential
22,4893,Essential
22,2948,Essential
22,10122,Essential
22,2935,Essential
22,5005,Essential
22,4671,Essential
22,3159,Optional
22,343,Optional
22,3879,Optional
22,2674,Optional
22,6630,Optional
22,8341,Optional
22,3523,Optional
22,3306,Optional
22,7794,Optional
22,12574,Optional
22,449,Optional
22,11199,Optional
22,10502,Optional
22,4798,Optional
22,7701,Optional
22,4450,Optional
22,2880,Optional
22,7946,Optional
22,6139,Optional
22,4921,Optional
22,9974,Optional
22,10065,Optional
22,7472,Optional
22,10966,Optional
23,12672,Essential
23,3032,Essential
23,5640,Essential
23,10440,Essential
23,7376,Essential
23,12536,Essential
23,3654,Essential
23,5204,Essential
23,7992,Essential
23,70,Essential
23,4220,Essential
23,4306,Essential
23,8689,Essential
23,1795,Essential
23,676,Essential
23,7161,Essential
23,3651,Essential
23,11690,Essential
23,7103,Essential
23,4136,Essential
23,10810,Essential
23,8443,Essential
23,7134,Essential
23,1534,Optional
23,7594,Optional
23,2632,Optional
23,4539,Optional
23,6665,Optional
23,10466,Optional
23,7027,Optional
23,10622,Optional
23,6756,Optional
23,7794,Optional
23,2261,Optional
23,2286,Optional
23,11513,Optional
23,2927,Optional
23,10549,Optional
23,1185,Optional
23,12026,Optional
23,3879,Optional
23,9757,Optional
23,13197,Optional
23,4990,Optional
23,10299,Optional
23,1283,Optional
23,1123,Optional
24,12368,Essential
24,1629,Essential
24,4028,Essential
24,11809,Essential
24,10679,Essential
24,10247,Essential
24,6094,Essential
24,1571,Essential
24,735,Essential
24,8958,Essential
24,1968,Essential
24,10994,Essential
24,12080,Essential
24,7475,Essential
24,6979,Essential
24,7467,Essential
24,7161,Essential
24,10061,Essential
24,2555,Essential
24,6912,Optional
24,1574,Optional
24,8220,Optional
24,12304,Optional
24,5279,Optional
24,12821,Optional
24,6037,Optional
25,4481,Essential
25,4311,Essential
25,166,Essential
25,6391,Essential
25,12233,Essential
25,4934,Essential
25,1448,Essential
25,11846,Essential
25,13303,Essential
25,10264,Essential
25,12777,Essential
25,1138,Essential
25,13316,Essential
25,10635,Essential
25,5350,Essential
25,9084,Essential
25,12419,Essential
25,8159,Essential
25,8891,Essential
25,10403,Optional
25,10445,Optional
25,13296,Optional
25,9413,Optional
25,12992,Optional
25,12422,Optional
25,4998,Optional
25,6752,Optional
25,13038,Optional
25,2187,Optional
25,12358,Optional
25,3009,Optional
25,106,Optional
26,4721,Essential
26,483,Essential
26,258,Essential
26,11520,Essential
26,8034,Essential
26,10043,Essential
26,3071,Essential
26,5855,Essential
26,9755,Essential
26,2415,Essential
26,4688,Essential
26,9284,Essential
26,12229,Essential
26,64,Essential
26,11704,Optional
26,32,Optional
26,5339,Optional
26,1116,Optional
26,8693,Optional
27,12309,Essential
27,7076,Essential
27,307,Essential
27,2211,Essential
27,782,Essential
27,4465,Optional
27,12464,Optional
27,1595,Optional
27,10316,Optional
27,4950,Optional
27,3830,Optional
27,403,Optional
27,8618,Optional
27,10489,Optional
28,4223,Essential
28,4514,Essential
28,11460,Essential
28,3571,Essential
28,11958,Essential
28,12653,Essential
28,3535,Essential
28,1735,Essential
28,11212,Essential
28,6117,Essential
28,1705,Essential
28,12896,Essential
28,6509,Essential
28,12451,Essential
28,7882,Essential
28,4123,Essential
28,2676,Essential
28,8934,Optional
28,6947,Optional
28,12733,Optional
28,5213,Optional
28,7329,Optional
28,4209,Optional
28,11410,Optional
28,4028,Optional
28,11904,Optional
28,594,Optional
28,9823,Optional
28,2579,Optional
28,1543,Optional
28,9147,Optional
28,13325,Optional
28,12575,Optional
29,4350,Essential
29,3087,Essential
29,12484,Essential
29,3236,Essential
29,3294,Essential
29,5727,Essential
29,6511,Essential
29,1813,Essential
29,13000,Essential
29,6218,Essential
29,8560,Essential
29,1534,Essential
29,786,Optional
29,2017,Optional
29,5291,Optional
29,1584,Optional
29,12593,Optional
29,978,Optional
29,7915,Optional
29,4489,Optional
29,7549,Optional
29,5795,Optional
29,10019,Optional
29,325,Optional
29,8813,Optional
29,2184,Optional
30,1368,Essential
30,3503,Essential
30,9560,Essential
30,8132,Essential
30,4142,Essential
30,9395,Essential
30,10777,Essential
30,6643,Essential
30,11566,Essential
30,11550,Optional
30,6028,Optional
30,2681,Optional
30,12333,Optional
30,8803,Optional
30,11520,Optional
30,10680,Optional
30,7609,Optional
30,13384,Optional
30,9541,Optional
30,2658,Optional
30,12746,Optional
30,7479,Optional
30,1016,Optional
31,4260,Essential
31,7942,Essential
31,12092,Essential
31,4906,Essential
31,2461,Essential
31,7344,Essential
31,10440,Essential
31,10085,Essential
31,3953,Essential
31,12792,Essential
31,618,Essential
31,1123,Essential
31,4306,Essential
31,9788,Essential
31,7161,Essential
31,11641,Essential
31,9757,Essential
31,9044,Optional
31,5778,Optional
31,4596,Optional
31,6954,Optional
31,11750,Optional
31,5860,Optional
31,1715,Optional
31,11516,Optional
31,4449,Optional
31,10810,Optional
31,70,Optional
31,3791,Optional
31,2632,Optional
31,1795,Optional
31,12491,Optional
31,4568,Optional
31,8393,Optional
31,8443,Optional
31,543,Optional
31,3654,Optional
31,8689,Optional
31,4220,Optional
31,4990,Optional
31,6756,Optional
32,8414,Essential
32,5965,Essential
32,3475,Essential
32,8440,Essential
32,12392,Essential
32,11611,Essential
32,3248,Essential
32,3913,Essential
32,1776,Essential
32,1263,Essential
32,11989,Essential
32,10747,Essential
32,1809,Essential
32,5560,Essential
32,1218,Essential
32,8081,Essential
32,6039,Essential
32,2778,Essential
32,8831,Essential
32,12591,Essential
32,12494,Essential
32,1737,Essential
32,3879,Essential
32,3408,Essential
32,9007,Essential
32,3659,Essential
32,1024,Essential
32,13369,Essential
32,7321,Essential
32,9638,Optional
33,6288,Essential
33,832,Essential
33,12217,Essential
33,10613,Essential
33,2778,Essential
33,5675,Essential
33,4966,Essential
33,11421,Essential
33,12121,Essential
33,448,Essential
33,5067,Essential
33,4802,Essential
33,1776,Essential
33,9150,Essential
33,5917,Essential
33,6015,Essential
33,10770,Essential
33,9168,Essential
33,13387,Essential
33,4131,Essential
33,7794,Essential
33,8440,Essential
33,11596,Essential
33,1263,Essential
33,3879,Essential
33,4974,Essential
33,2894,Essential
33,8070,Essential
33,7321,Essential
33,12677,Optional
33,907,Optional
33,9225,Optional
33,5439,Optional
33,9299,Optional
33,1818,Optional
33,10444,Optional
33,8061,Optional
34,7326,Essential
34,7723,Essential
34,6266,Essential
34,3000,Essential
34,4365,Essential
34,3863,Essential
34,12266,Essential
34,1663,Essential
34,12485,Essential
34,11984,Essential
34,9789,Essential
34,4841,Essential
34,13064,Essential
34,3127,Essential
34,1236,Essential
34,2737,Essential
34,11149,Essential
34,7813,Essential
34,437,Essential
34,6621,Essential
34,6846,Essential
34,10429,Essential
34,6412,Essential
34,758,Essential
34,10991,Essential
34,11108,Essential
34,12779,Essential
34,703,Optional
34,3855,Optional
34,4882,Optional
34,10492,Optional
34,4152,Optional
34,8795,Optional
34,12741,Optional
34,810,Optional
34,3973,Optional
34,4255,Optional
34,9263,Optional
34,11117,Optional
35,1554,Essential
35,10463,Essential
35,6745,Essential
35,10532,Essential
35,6602,Essential
35,5236,Essential
35,9087,Essential
35,11677,Essential
35,7506,Essential
35,661,Essential
35,7676,Optional
35,6964,Optional
35,1811,Optional
35,12545,Optional
35,317,Optional
35,13067,Optional
35,11906,Optional
35,8912,Optional
35,2550,Optional
35,11519,Optional
35,11952,Optional
35,5364,Optional
35,10264,Optional
35,10273,Optional
35,5461,Optional
36,3637,Essential
36,3536,Essential
36,7981,Essential
36,5097,Essential
36,8844,Essential
36,10851,Essential
36,5267,Essential
36,8285,Essential
36,2756,Essential
36,3615,Essential
36,2148,Essential
36,300,Essential
36,868,Essential
36,837,Essential
36,3623,Essential
36,9121,Optional
36,7604,Optional
36,12571,Optional
36,3595,Optional
36,3571,Optional
36,6766,Optional
37,4336,Essential
37,8693,Essential
37,8681,Essential
37,12060,Essential
37,11704,Essential
37,5855,Essential
37,1116,Essential
37,32,Essential
37,483,Essential
37,11364,Essential
37,6784,Optional
37,12333,Optional
38,3698,Essential
38,7508,Essential
38,5640,Essential
38,8642,Essential
38,9629,Essential
38,2687,Essential
38,1335,Essential
38,2218,Essential
38,8417,Essential
38,2888,Essential
38,6658,Essential
38,5184,Essential
38,6763,Essential
38,2802,Optional
38,12737,Optional
38,8822,Optional
38,4457,Optional
38,6044,Optional
38,10810,Optional
38,5266,Optional
38,3726,Optional
38,12598,Optional
38,12100,Optional
38,1377,Optional
38,10099,Optional
38,577,Optional
38,10021,Optional
38,7604,Optional
38,1814,Optional
38,2440,Optional
38,7467,Optional
38,2156,Optional
38,13370,Optional
38,10647,Optional
38,8261,Optional
38,7814,Optional
38,3455,Optional
38,10602,Optional
38,12517,Optional
38,5522,Optional
38,1007,Optional
38,10223,Optional
38,6956,Optional
38,2967,Optional
38,11452,Optional
38,6507,Optional
38,3722,Optional
38,2229,Optional
38,8450,Optional
38,11081,Optional
38,11851,Optional
39,2382,Essential
39,3863,Essential
39,61,Essential
39,7181,Essential
39,1598,Essential
39,5654,Essential
39,3462,Essential
39,523,Essential
39,645,Essential
39,6994,Essential
39,7753,Essential
39,3994,Essential
39,1807,Essential
39,5524,Essential
39,9085,Essential
39,12118,Essential
39,2733,Essential
39,5207,Essential
39,9158,Essential
39,13314,Essential
39,12712,Essential
39,6159,Essential
39,10685,Essential
39,11278,Essential
39,8142,Essential
39,12683,Essential
39,2735,Essential
39,1165,Essential
39,8197,Essential
39,9230,Essential
39,9057,Essential
39,12866,Essential
39,2642,Optional
39,11559,Optional
39,2012,Optional
39,7550,Optional
39,13454,Optional
39,9702,Optional
39,1252,Optional
39,1629,Optional
39,12037,Optional
39,186,Optional
39,5864,Optional
39,741,Optional
39,5925,Optional
39,6568,Optional
39,8523,Optional
39,10721,Optional
39,4905,Optional
39,11638,Optional
40,6763,Essential
40,3722,Essential
40,2888,Essential
40,8450,Essential
40,5914,Essential
40,8417,Essential
40,1637,Essential
40,12571,Essential
40,11452,Essential
40,2756,Essential
40,6526,Essential
40,3154,Optional
40,9428,Optional
40,8929,Optional
40,3878,Optional
40,1575,Optional
40,10239,Optional
40,3538,Optional
40,8131,Optional
40,3455,Optional
40,7361,Optional
40,5945,Optional
40,4055,Optional
40,10353,Optional
40,1261,Optional
40,11552,Optional
40,3615,Optional
40,7306,Optional
40,2716,Optional
40,4590,Optional
40,12893,Optional
40,11988,Optional
40,5418,Optional
40,3919,Optional
41,1579,Essential
41,2187,Essential
41,2778,Essential
41,1776,Essential
41,832,Essential
41,6288,Essential
41,3492,Essential
41,3651,Essential
41,10444,Essential
41,10416,Essential
41,8997,Essential
41,9413,Essential
41,2301,Essential
41,3704,Essential
41,888,Essential
41,3365,Essential
41,10200,Essential
41,10988,Essential
41,1699,Essential
41,6623,Essential
41,7849,Optional
41,2818,Optional
41,7113,Optional
41,2052,Optional
41,3758,Optional
41,11204,Optional
41,1994,Optional
41,12026,Optional
41,10504,Optional
41,5558,Optional
41,37,Optional
41,9714,Optional
42,1901,Essential
42,5732,Essential
42,11354,Essential
42,7442,Essential
42,2298,Essential
42,4623,Essential
42,4256,Essential
42,3487,Essential
42,10338,Essential
42,8816,Essential
42,3667,Essential
42,4959,Essential
42,4229,Essential
42,8181,Essential
42,11462,Essential
42,9709,Essential
42,9552,Essential
42,7154,Optional
42,9127,Optional
42,4849,Optional
42,11890,Optional
42,6883,Optional
42,8193,Optional
42,4540,Optional
42,7820,Optional
42,3558,Optional
42,13422,Optional
42,6180,Optional
42,9862,Optional
42,12071,Optional
42,10092,Optional
42,6310,Optional
42,12015,Optional
43,711,Essential
43,11524,Essential
43,11470,Essential
43,5888,Essential
43,2702,Essential
43,12336,Essential
43,2383,Essential
43,3486,Essential
43,8918,Essential
43,4558,Essential
43,507,Essential
43,10931,Essential
43,5160,Essential
43,10526,Essential
43,10666,Essential
43,8346,Essential
43,2473,Essential
43,9373,Essential
43,1511,Essential
43,1754,Essential
43,11465,Essential
43,10395,Optional
43,12202,Optional
43,10264,Optional
43,1340,Optional
43,12332,Optional
43,11245,Optional
43,3181,Optional
43,10023,Optional
43,664,Optional
43,4011,Optional
43,3420,Optional
43,11617,Optional
43,10010,Optional
43,4414,Optional
43,9861,Optional
43,7141,Optional
43,724,Optional
43,10803,Optional
43,3017,Optional
43,3475,Optional
43,13475,Optional
43,13142,Optional
43,2595,Optional
43,11233,Optional
43,6197,Optional
43,3249,Optional
43,1778,Optional
43,12924,Optional
43,4185,Optional
43,3790,Optional
43,7128,Optional
43,7640,Optional
43,215,Optional
43,2366,Optional
43,9610,Optional
43,11596,Optional
43,7,Optional
43,535,Optional
43,1013,Optional
43,9325,Optional
43,4616,Optional
43,222,Optional
43,660,Optional
43,4727,Optional
43,12465,Optional
43,140,Optional
43,3548,Optional
43,12979,Optional
43,4333,Optional
43,715,Optional
43,10295,Optional
43,11491,Optional
43,8158,Optional
43,3577,Optional
43,11714,Optional
43,8169,Optional
43,6007,Optional
43,7002,Optional
43,10073,Optional
43,9557,Optional
43,6618,Optional
43,8731,Optional
43,13330,Optional
44,1507,Essential
44,2948,Essential
44,2764,Essential
44,4782,Essential
44,10891,Essential
44,2674,Essential
44,11955,Essential
44,1472,Essential
44,1732,Essential
44,4645,Essential
44,1452,Essential
44,11138,Essential
44,5149,Essential
44,5966,Essential
44,9786,Essential
44,2347,Essential
44,11257,Essential
44,2400,Essential
44,12922,Essential
44,12486,Essential
44,6139,Essential
44,938,Essential
44,3247,Essential
44,9435,Essential
44,3649,Essential
